Sale_Date,State,City,Car_Brand,Car_Model,Car_Type,Unit_Price_Naira,Quantity,Discount_Percent,Revenue_Naira,Customer_Type,Delivery_Date,Delivery_Status,Delivery_Time_Hours,Warehouse,Driver,Car_Age,Region,Sales_Rep
2021-07-23,Ogun,Ijebu-Ode,Toyota,Sonata,Foreign Used,23428571,3,0.72,69779655.8664,Individual,2021-07-24,On-Time,12,Lagos,David,5,South West,Kemi
2024-12-10,Benue,Otukpo,Benz,GLC 350,Foreign Used,27857142,1,13.89,23987784.9762,Individual,2024-12-13,On-Time,14,Lagos,Bright,7,North,Sola
2022-10-07,Lagos,Alimosho,Honda,CR-V,Foreign Used,10857142,1,16.43,9073313.5694,Individual,2022-10-09,Delayed,13,Lagos,Peter,9,South West,Tunde
2022-05-14,Enugu,Awgu,Toyota,Corolla,Nigerian Used,8500000,1,6.85,7917750.0,Individual,2022-05-23,Delayed,4,Lagos,Peter,7,South East,Uche
2025-02-11,Lagos,Ikorodu,Toyota,Rav4,Nigerian Used,2500000,1,1.83,2454250.0,Individual,2025-02-18,On-Time,5,Lagos,Peter,15,South West,Ade
2024-02-08,Enugu,Enugu City,Honda,Accord,Foreign Used,19428571,1,12.3,17038856.767,Individual,2024-02-11,On-Time,13,Lagos,John,6,South East,Chidi
2025-07-04,Katsina,Bakori,Toyota,Corolla,Nigerian Used,10000000,1,19.29,8071000.0,Individual,2025-07-06,On-Time,6,Lagos,Emmanuel,5,North,Ade
2024-10-02,Bayelsa,Brass,Hyundai,Elantra,Foreign Used,12000000,1,8.46,10984800.0,Individual,2024-10-05,Delayed,9,Lagos,Peter,7,South South,Kemi
2023-12-22,Katsina,Daura,Honda,CR-V,Foreign Used,28000000,1,17.65,23058000.0,Individual,2023-12-28,Delayed,8,Lagos,Tayo,3,North,Funke
2024-05-23,FCT,Kuje,Toyota,Camry,Nigerian Used,5500000,3,9.27,14970450.0,Individual,2024-05-30,Delayed,4,Lagos,John,11,North,Sola
2021-12-02,Osun,Ilesa,Toyota,Corolla,Foreign Used,10285714,1,8.2,9442285.452,Individual,2021-12-03,Delayed,12,Lagos,Tayo,9,South West,Bola
2022-09-03,Edo,Ekpoma,Honda,CR-V,Nigerian Used,9300000,2,4.22,17815080.0,Individual,2022-09-09,On-Time,14,Lagos,Tayo,8,South South,Sola
2022-04-20,Oyo,Ibadan Central,Honda,Pilot,Nigerian Used,7500000,1,1.33,7400250.0,Individual,2022-04-28,Delayed,12,Lagos,Bright,10,South West,Funke
2021-04-20,Bayelsa,Yenagoa,Hyundai,Elantra,Nigerian Used,8350000,2,8.97,15202010.0,Individual,2021-04-23,On-Time,5,Lagos,Chuka,6,South South,Uche
2024-08-13,Ogun,Sango Ota,Benz,GLE 450,Nigerian Used,13200000,1,18.9,10705200.0,Individual,2024-08-19,On-Time,3,Lagos,John,7,South West,Ade
2023-12-09,Ekiti,Omuo,Toyota,Camry,Nigerian Used,4000000,1,3.82,3847200.0,Individual,2023-12-12,Delayed,11,Lagos,John,13,South West,Uche
2024-02-16,Lagos,Ikeja,Benz,GLE 450,Nigerian Used,15000000,1,19.68,12048000.0,Individual,2024-02-21,Delayed,3,Lagos,Tayo,5,South West,Emeka
2021-04-20,Bayelsa,Sagbama,Hyundai,Santa Fe,Foreign Used,10000000,1,8.21,9179000.0,Individual,2021-04-22,On-Time,4,Lagos,Segun,8,South South,Funke
2024-02-07,FCT,Bwari,Toyota,Sonata,Foreign Used,20142857,1,14.39,17244299.8777,Individual,2024-02-14,On-Time,10,Lagos,Emmanuel,6,North,Uche
2025-12-17,Rivers,Obio-Akpor,Toyota,Corolla,Nigerian Used,6250000,1,18.46,5096250.0,Individual,2025-12-20,On-Time,2,Lagos,Paul,10,South South,Uche
2025-08-18,Ekiti,Ijero,Toyota,Highlander,Foreign Used,30000000,1,10.68,26796000.0,Individual,2025-08-26,On-Time,11,Lagos,Bright,3,South West,Ngozi
2025-09-17,Lagos,Ajah,Honda,Civic,Nigerian Used,4800000,3,10.97,12820320.0,Individual,2025-09-21,On-Time,9,Lagos,David,13,South West,Sola
2023-03-25,Ogun,Ijebu-Ode,Benz,GLE 450,Foreign Used,19285714,1,6.6,18012856.876,Individual,2023-03-29,On-Time,7,Lagos,Chuka,9,South West,Uche
2021-10-17,Lagos,Ajah,Toyota,Camry,Foreign Used,20142857,1,12.91,17542414.1613,Individual,2021-10-20,Delayed,6,Lagos,Tayo,6,South West,Funke
2021-09-20,Benue,Makurdi,Toyota,Rav4,Nigerian Used,6250000,1,19.77,5014375.0,Individual,2021-09-29,On-Time,14,Lagos,Paul,10,North,Sola
2022-07-08,Bayelsa,Brass,Honda,CR-V,Nigerian Used,5700000,1,1.93,5589990.0,Individual,2022-07-12,Delayed,6,Lagos,Mike,12,South South,Emeka
2024-04-26,Rivers,Port Harcourt,Toyota,Highlander,Foreign Used,20142857,1,1.35,19870928.4305,Individual,2024-05-02,On-Time,7,Lagos,Emmanuel,6,South South,Funke
2023-10-17,Lagos,Alimosho,Hyundai,Santa Fe,Foreign Used,20000000,1,1.61,19678000.0,Individual,2023-10-19,Delayed,10,Lagos,Chuka,3,South West,Bola
2024-08-27,Edo,Ekpoma,Toyota,Highlander,Foreign Used,7000000,1,2.06,6855800.0,Individual,2024-09-04,On-Time,3,Lagos,Mike,10,South South,Sola
2025-09-10,Ondo,Ondo,Honda,Sonata,Foreign Used,13714285,1,12.05,12061713.6575,Individual,2025-09-15,On-Time,4,Lagos,Bright,8,South West,Sola
2025-09-27,Ogun,Sango Ota,Benz,Sonata,Foreign Used,27857142,1,5.87,26221927.7646,Individual,2025-10-05,Delayed,12,Lagos,Chuka,7,South West,Kemi
2024-02-21,Bayelsa,Sagbama,Toyota,Rav4,Foreign Used,13571428,1,4.09,13016356.5948,Individual,2024-02-25,On-Time,7,Lagos,Bright,8,South South,Emeka
2024-02-27,Lagos,Surulere,Honda,Civic,Nigerian Used,4800000,3,5.29,13638240.0,Individual,2024-02-28,On-Time,14,Lagos,Bright,13,South West,Chidi
2025-03-02,Lagos,Ikorodu,Honda,Civic,Foreign Used,16571428,1,13.24,14377370.9328,Individual,2025-03-09,Delayed,5,Lagos,Paul,7,South West,Ade
2022-11-04,Ogun,Sango Ota,Honda,Civic,Foreign Used,13714285,1,13.41,11875199.3815,Individual,2022-11-09,On-Time,11,Lagos,Peter,8,South West,Emeka
2021-08-03,Anambra,Onitsha,Toyota,Camry,Nigerian Used,7000000,1,0.86,6939800.0,Individual,2021-08-08,On-Time,4,Lagos,Paul,9,South East,Tunde
2023-02-02,Lagos,Alimosho,Benz,E-Class,Foreign Used,40714285,1,12.38,35673856.517,Individual,2023-02-11,On-Time,12,Lagos,Emmanuel,4,South West,Emeka
2021-06-26,Ogun,Sango Ota,Hyundai,Santa Fe,Nigerian Used,3800000,1,17.9,3119800.0,Individual,2021-07-03,Delayed,3,Lagos,Segun,13,South West,Ngozi
2021-04-10,Anambra,Onitsha,Honda,Pilot,Foreign Used,22285714,1,6.21,20901771.1606,Individual,2021-04-11,Delayed,14,Lagos,Mike,5,South East,Uche
2025-07-06,Lagos,Ikorodu,Toyota,Highlander,Nigerian Used,8500000,1,8.31,7793650.0,Individual,2025-07-09,On-Time,12,Lagos,Mike,7,South West,Sola
2022-08-18,Anambra,Awka,Toyota,Sonata,Nigerian Used,9250000,1,0.03,9247225.0,Individual,2022-08-25,On-Time,12,Lagos,David,6,South East,Ade
2021-04-16,Lagos,Ikeja,Honda,Accord,Nigerian Used,4800000,1,14.8,4089600.0,Individual,2021-04-22,On-Time,14,Lagos,Segun,13,South West,Ngozi
2023-04-16,FCT,Kuje,Toyota,Highlander,Foreign Used,7000000,1,4.15,6709500.0,Individual,2023-04-24,On-Time,3,Lagos,Mike,10,North,Ade
2023-07-11,Osun,Ile-Ife,Hyundai,Elantra,Foreign Used,16000000,1,13.55,13832000.0,Individual,2023-07-12,On-Time,4,Lagos,Bright,5,South West,Kemi
2021-08-07,Lagos,Surulere,Honda,Pilot,Foreign Used,16571428,1,16.27,13875256.6644,Individual,2021-08-09,Delayed,7,Lagos,Segun,7,South West,Chidi
2023-07-10,Lagos,Ikeja,Honda,Pilot,Nigerian Used,3900000,1,11.59,3447990.0,Individual,2023-07-11,Delayed,9,Lagos,Chuka,14,South West,Kemi
2022-01-08,Rivers,Bonny,Honda,Pilot,Foreign Used,22285714,1,1.18,22022742.5748,Individual,2022-01-14,On-Time,11,Lagos,Peter,5,South South,Uche
2023-11-18,Bayelsa,Brass,Honda,Civic,Foreign Used,22285714,1,16.9,18519428.334,Individual,2023-11-20,On-Time,5,Lagos,Peter,5,South South,Bola
2023-03-19,Edo,Auchi,Hyundai,Tucson,Foreign Used,8000000,1,1.39,7888800.0,Individual,2023-03-20,On-Time,8,Lagos,Segun,9,South South,Sola
2024-08-26,Imo,Oguta,Toyota,Highlander,Foreign Used,10285714,1,14.35,8809714.041,Individual,2024-09-04,Delayed,7,Lagos,Peter,9,South East,Bola
2024-04-02,Ogun,Sango Ota,Toyota,Rav4,Foreign Used,10285714,1,5.28,9742628.3008,Individual,2024-04-11,On-Time,4,Lagos,John,9,South West,Tunde
2023-04-17,Ogun,Sango Ota,Toyota,Corolla,Foreign Used,23428571,1,0.58,23292685.2882,Individual,2023-04-24,On-Time,12,Lagos,Bright,5,South West,Kemi
2023-12-11,Lagos,Epe,Honda,Civic,Foreign Used,16571428,1,14.93,14097313.7996,Individual,2023-12-16,Delayed,13,Lagos,Paul,7,South West,Kemi
2025-07-11,Katsina,Daura,Toyota,Corolla,Foreign Used,26714285,1,15.18,22659056.537,Individual,2025-07-13,Delayed,5,Lagos,Segun,4,North,Chidi
2022-08-02,Ogun,Ijebu-Ode,Honda,Accord,Foreign Used,19428571,1,17.6,16009142.504,Individual,2022-08-10,On-Time,11,Lagos,Bright,6,South West,Chidi
2024-08-15,Lagos,Ikorodu,Toyota,Highlander,Nigerian Used,7750000,1,10.74,6917650.0,Individual,2024-08-16,Delayed,2,Lagos,Tayo,8,South West,Kemi
2025-01-06,Lagos,Lekki,Honda,CR-V,Nigerian Used,12000000,1,11.33,10640400.0,Individual,2025-01-14,Delayed,12,Lagos,Paul,5,South West,Sola
2022-02-18,Imo,Orlu,Toyota,Highlander,Foreign Used,26714285,1,1.9,26206713.585,Individual,2022-02-20,On-Time,7,Lagos,David,4,South East,Emeka
2023-09-10,Anambra,Nnewi,Benz,Sonata,Nigerian Used,6900000,2,18.73,11215260.0,Individual,2023-09-14,On-Time,8,Lagos,Emmanuel,14,South East,Ade
2023-12-07,Bayelsa,Ogbia,Hyundai,Santa Fe,Nigerian Used,2500000,1,3.87,2403250.0,Individual,2023-12-12,On-Time,12,Lagos,John,15,South South,Tunde
2024-12-27,FCT,Kuje,Toyota,Camry,Nigerian Used,4000000,1,8.22,3671200.0,Individual,2025-01-03,Delayed,7,Lagos,Chuka,13,North,Chidi
2023-03-27,Osun,Osogbo,Toyota,Highlander,Foreign Used,20142857,1,9.34,18261514.1562,Individual,2023-04-01,On-Time,13,Lagos,Segun,6,South West,Ngozi
2025-04-23,Ekiti,Ijero,Honda,CR-V,Foreign Used,8000000,1,18.65,6508000.0,Individual,2025-04-25,On-Time,6,Lagos,John,10,South West,Ade
2022-04-03,Lagos,Lekki,Toyota,Sonata,Foreign Used,20142857,1,18.22,16472828.4546,Individual,2022-04-06,On-Time,11,Lagos,Mike,6,South West,Ade
2022-03-07,Ogun,Abeokuta,Honda,Sonata,Foreign Used,10857142,1,7.83,10007027.7814,Individual,2022-03-14,On-Time,10,Lagos,Peter,9,South West,Ade
2021-07-15,Bayelsa,Ogbia,Toyota,Rav4,Foreign Used,13571428,1,2.76,13196856.5872,Individual,2021-07-21,On-Time,5,Lagos,Bright,8,South South,Emeka
2025-03-17,Lagos,Alimosho,Honda,Civic,Foreign Used,10857142,1,4.85,10330570.613,Individual,2025-03-26,Delayed,13,Lagos,Emmanuel,9,South West,Bola
2026-03-21,Anambra,Nnewi,Toyota,Highlander,Foreign Used,23428571,1,15.97,19687028.2113,Individual,2026-03-24,On-Time,10,Lagos,Paul,5,South East,Uche
2025-06-16,Ekiti,Ijero,Toyota,Rav4,Foreign Used,16857142,1,9.02,15336627.7916,Individual,2025-06-20,Delayed,12,Lagos,Segun,7,South West,Funke
2024-02-04,Lagos,Ikorodu,Toyota,Camry,Foreign Used,7000000,1,17.49,5775700.0,Individual,2024-02-11,Delayed,3,Lagos,Paul,10,South West,Bola
2023-03-06,Ogun,Abeokuta,Toyota,Sonata,Foreign Used,30000000,1,18.92,24324000.0,Individual,2023-03-08,On-Time,6,Lagos,Peter,3,South West,Ngozi
2025-05-25,Ekiti,Omuo,Honda,CR-V,Foreign Used,10857142,1,8.69,9913656.3602,Individual,2025-05-26,Delayed,5,Lagos,Bright,9,South West,Uche
2023-01-04,Osun,Ile-Ife,Honda,Sonata,Foreign Used,28000000,2,10.86,49918400.0,Individual,2023-01-13,Delayed,2,Lagos,Peter,3,South West,Chidi
2021-06-18,Lagos,Ajah,Toyota,Sonata,Foreign Used,26714285,1,17.4,22065999.41,Individual,2021-06-21,Delayed,6,Lagos,John,4,South West,Funke
2025-09-17,Lagos,Lekki,Honda,Accord,Nigerian Used,7500000,1,5.19,7110750.0,Individual,2025-09-22,On-Time,12,Lagos,Peter,10,South West,Emeka
2021-10-10,Lagos,Surulere,Toyota,Highlander,Foreign Used,30000000,1,7.48,27756000.0,Individual,2021-10-11,Delayed,5,Lagos,David,3,South West,Kemi
2022-09-19,Enugu,Awgu,Hyundai,Santa Fe,Nigerian Used,7700000,1,17.12,6381760.0,Individual,2022-09-22,On-Time,9,Lagos,Segun,7,South East,Tunde
2022-01-10,Ekiti,Ikere,Toyota,Highlander,Foreign Used,10285714,1,17.88,8446628.3368,Individual,2022-01-11,Delayed,11,Lagos,Segun,9,South West,Bola
2026-02-27,Kano,Gwarzo,Toyota,Highlander,Foreign Used,10285714,1,14.33,8811771.1838,Individual,2026-03-03,On-Time,5,Lagos,Tayo,9,North,Tunde
2021-04-24,Imo,Oguta,Honda,Accord,Foreign Used,19428571,3,19.08,47164798.9596,Individual,2021-04-28,On-Time,11,Lagos,Paul,6,South East,Kemi
2022-08-03,Lagos,Epe,Toyota,Camry,Nigerian Used,6250000,1,14.18,5363750.0,Individual,2022-08-12,On-Time,7,Lagos,Segun,10,South West,Sola
2023-01-18,Lagos,Surulere,Hyundai,Tucson,Nigerian Used,5750000,3,3.19,16699725.0,Individual,2023-01-22,Delayed,6,Lagos,Mike,10,South West,Uche
2023-01-13,Ogun,Ijebu-Ode,Hyundai,Santa Fe,Foreign Used,12000000,1,1.4,11832000.0,Individual,2023-01-15,On-Time,13,Lagos,John,7,South West,Kemi
2025-07-10,Lagos,Alimosho,Toyota,Corolla,Foreign Used,16857142,1,17.55,13898713.579,Individual,2025-07-14,Delayed,5,Lagos,Emmanuel,7,South West,Bola
2023-09-19,Kano,Gwarzo,Toyota,Camry,Foreign Used,26714285,1,15.74,22509456.541,Individual,2023-09-22,On-Time,4,Lagos,Bright,4,North,Kemi
2024-05-12,Lagos,Ajah,Toyota,Corolla,Foreign Used,13571428,1,18.77,11024070.9644,Individual,2024-05-21,Delayed,5,Lagos,David,8,South West,Funke
2024-02-22,Ondo,Akure,Toyota,Corolla,Foreign Used,20142857,1,6.85,18763071.2955,Individual,2024-03-01,On-Time,5,Lagos,Tayo,6,South West,Emeka
2023-11-11,Kano,Kano City,Benz,GLC 350,Foreign Used,19285714,1,5.89,18149785.4454,Individual,2023-11-13,Delayed,13,Lagos,John,9,North,Ngozi
2024-01-19,Anambra,Onitsha,Hyundai,Santa Fe,Nigerian Used,3800000,1,11.62,3358440.0,Individual,2024-01-24,On-Time,9,Lagos,Emmanuel,13,South East,Ngozi
2022-11-11,Lagos,Ikeja,Toyota,Corolla,Nigerian Used,2500000,2,6.04,4698000.0,Individual,2022-11-15,On-Time,14,Lagos,Paul,15,South West,Chidi
2022-10-10,Ogun,Sango Ota,Honda,Civic,Foreign Used,10857142,2,18.69,17655884.3204,Individual,2022-10-19,On-Time,8,Lagos,Tayo,9,South West,Emeka
2023-10-21,Ondo,Owo,Honda,Sonata,Foreign Used,25142857,1,14.41,21519771.3063,Individual,2023-10-28,On-Time,2,Lagos,Segun,4,South West,Tunde
2023-12-10,Lagos,Ikeja,Toyota,Camry,Nigerian Used,10000000,1,11.44,8856000.0,Individual,2023-12-13,Delayed,11,Lagos,Paul,5,South West,Ade
2022-09-09,Oyo,Ibadan Central,Benz,E-Class,Foreign Used,40714285,2,10.84,72601713.012,Individual,2022-09-16,Delayed,6,Lagos,Tayo,4,South West,Tunde
2022-02-27,Lagos,Ikorodu,Toyota,Corolla,Foreign Used,20142857,1,12.4,17645142.732,Individual,2022-03-04,On-Time,11,Lagos,Tayo,6,South West,Sola
2021-06-20,Lagos,Alimosho,Honda,CR-V,Nigerian Used,12000000,2,1.11,23733600.0,Individual,2021-06-24,On-Time,2,Lagos,Emmanuel,5,South West,Bola
2023-12-09,Oyo,Ibadan Central,Honda,CR-V,Foreign Used,19428571,1,6.88,18091885.3152,Individual,2023-12-15,On-Time,9,Lagos,John,6,South West,Ngozi
2024-01-10,Lagos,Epe,Honda,Pilot,Foreign Used,13714285,1,17.93,11255313.6995,Individual,2024-01-15,On-Time,2,Lagos,Bright,8,South West,Bola
2025-01-13,Benue,Otukpo,Hyundai,Santa Fe,Nigerian Used,4450000,2,11.76,7853360.0,Individual,2025-01-14,Delayed,8,Lagos,Chuka,12,North,Bola
2025-05-14,Lagos,Lekki,Toyota,Sonata,Nigerian Used,7000000,3,8.33,19250700.0,Individual,2025-05-22,On-Time,10,Lagos,Peter,9,South West,Ngozi
2025-12-23,Lagos,Epe,Benz,GLC 350,Foreign Used,36428571,1,2.98,35342999.5842,Individual,2025-12-31,On-Time,3,Lagos,Emmanuel,5,South West,Bola
2023-04-26,Lagos,Epe,Honda,Sonata,Foreign Used,10857142,1,18.17,8884399.2986,Individual,2023-05-04,Delayed,9,Lagos,Mike,9,South West,Uche
2025-10-27,Lagos,Alimosho,Toyota,Camry,Nigerian Used,9250000,1,14.52,7906900.0,Individual,2025-11-01,On-Time,13,Lagos,John,6,South West,Kemi
2021-10-16,Lagos,Ajah,Toyota,Rav4,Nigerian Used,7000000,1,2.89,6797700.0,Individual,2021-10-25,On-Time,4,Lagos,Tayo,9,South West,Tunde
2023-11-07,Lagos,Lekki,Toyota,Corolla,Foreign Used,23428571,1,15.5,19797142.495,Individual,2023-11-12,On-Time,11,Lagos,Tayo,5,South West,Uche
2022-11-05,Benue,Otukpo,Toyota,Camry,Foreign Used,10285714,1,1.42,10139656.8612,Individual,2022-11-09,On-Time,13,Lagos,Tayo,9,North,Funke
2024-03-14,Imo,Owerri,Honda,Sonata,Foreign Used,22285714,1,10.3,19990285.458,Individual,2024-03-15,On-Time,5,Lagos,Paul,5,South East,Kemi
2025-08-26,Lagos,Lekki,Hyundai,Sonata,Nigerian Used,5100000,1,5.94,4797060.0,Individual,2025-09-04,On-Time,9,Lagos,Peter,11,South West,Chidi
2025-10-26,Edo,Ekpoma,Hyundai,Tucson,Nigerian Used,4450000,1,14.64,3798520.0,Individual,2025-10-30,On-Time,9,Lagos,Tayo,12,South South,Chidi
2024-03-05,Imo,Owerri,Honda,Sonata,Foreign Used,28000000,1,16.09,23494800.0,Individual,2024-03-09,Delayed,4,Lagos,Segun,3,South East,Emeka
2021-10-08,Lagos,Lekki,Hyundai,Santa Fe,Foreign Used,20000000,3,7.22,55668000.0,Individual,2021-10-11,On-Time,13,Lagos,David,3,South West,Tunde
2022-12-01,Lagos,Epe,Hyundai,Tucson,Nigerian Used,6400000,1,9.69,5779840.0,Individual,2022-12-05,On-Time,4,Lagos,Segun,9,South West,Tunde
2023-05-04,Benue,Otukpo,KIA,Rio,Foreign Used,12714285,3,1.06,37738540.737,Individual,2023-05-11,On-Time,4,Lagos,Chuka,6,North,Emeka
2024-07-27,Lagos,Ikeja,Benz,GLC 350,Foreign Used,32142857,1,2.06,31480714.1458,Individual,2024-07-29,On-Time,6,Lagos,Segun,6,South West,Emeka
2023-04-21,FCT,Bwari,Toyota,Corolla,Nigerian Used,10000000,1,13.03,8697000.0,Individual,2023-04-26,On-Time,6,Lagos,Paul,5,North,Sola
2023-05-01,Imo,Okigwe,Honda,CR-V,Foreign Used,8000000,2,16.1,13424000.0,Individual,2023-05-03,On-Time,13,Lagos,Tayo,10,South East,Uche
2021-12-25,Anambra,Nnewi,Toyota,Camry,Foreign Used,20142857,1,2.91,19556699.8613,Individual,2021-12-26,On-Time,8,Lagos,Mike,6,South East,Ngozi
2026-03-10,Rivers,Obio-Akpor,Toyota,Camry,Foreign Used,10285714,1,9.32,9327085.4552,Individual,2026-03-17,On-Time,7,Lagos,Tayo,9,South South,Funke
2024-03-26,Ekiti,Ado-Ekiti,Toyota,Rav4,Foreign Used,13571428,1,19.54,10919570.9688,Individual,2024-03-31,On-Time,12,Lagos,Tayo,8,South West,Funke
2024-06-25,Lagos,Ikeja,Hyundai,Tucson,Foreign Used,16000000,1,12.14,14057600.0,Individual,2024-06-26,On-Time,7,Lagos,David,5,South West,Bola
2021-04-16,Edo,Uromi,Benz,E-Class,Nigerian Used,14100000,2,12.73,24610140.0,Individual,2021-04-21,On-Time,11,Lagos,Tayo,6,South South,Tunde
2022-08-02,Oyo,Ibadan Central,Toyota,Corolla,Nigerian Used,8500000,1,17.77,6989550.0,Individual,2022-08-09,On-Time,14,Lagos,David,7,South West,Emeka
2024-04-08,Lagos,Alimosho,Toyota,Highlander,Foreign Used,23428571,1,7.21,21739371.0309,Individual,2024-04-10,On-Time,14,Lagos,Chuka,5,South West,Ade
2023-03-18,FCT,Abuja,Honda,Sonata,Nigerian Used,7500000,1,3.37,7247250.0,Individual,2023-03-22,Delayed,3,Lagos,Paul,10,North,Sola
2022-12-02,Oyo,Ogbomosho,Toyota,Sonata,Foreign Used,26714285,1,0.9,26473856.435,Individual,2022-12-09,On-Time,9,Lagos,Mike,4,South West,Ade
2022-08-18,Ondo,Ondo,Honda,CR-V,Foreign Used,16571428,1,16.38,13857028.0936,Individual,2022-08-20,On-Time,3,Lagos,Emmanuel,7,South West,Kemi
2021-10-11,Lagos,Ikorodu,Toyota,Camry,Nigerian Used,2500000,1,9.74,2256500.0,Individual,2021-10-19,On-Time,3,Lagos,Segun,15,South West,Chidi
2024-10-21,Lagos,Ikorodu,Honda,CR-V,Foreign Used,28000000,1,13.03,24351600.0,Individual,2024-10-24,On-Time,14,Lagos,Paul,3,South West,Tunde
2022-05-18,Ogun,Abeokuta,Honda,Pilot,Foreign Used,16571428,1,10.69,14799942.3468,Individual,2022-05-23,On-Time,11,Lagos,Peter,7,South West,Bola
2021-10-24,Enugu,Udi,Honda,Accord,Foreign Used,28000000,1,4.68,26689600.0,Individual,2021-10-28,On-Time,8,Lagos,Tayo,3,South East,Emeka
2022-01-18,Anambra,Ekwulobia,Hyundai,Elantra,Foreign Used,10000000,1,4.81,9519000.0,Individual,2022-01-23,On-Time,14,Lagos,Bright,8,South East,Tunde
2025-10-25,Enugu,Enugu City,Toyota,Corolla,Foreign Used,7000000,1,19.9,5607000.0,Individual,2025-11-02,Delayed,13,Lagos,Tayo,10,South East,Ngozi
2021-09-04,Kano,Kano City,Toyota,Highlander,Foreign Used,20142857,1,7.76,18579771.2968,Individual,2021-09-11,On-Time,7,Lagos,John,6,North,Bola
2023-09-16,Lagos,Surulere,Honda,Civic,Foreign Used,13714285,1,19.84,10993370.856,Individual,2023-09-20,On-Time,13,Lagos,Segun,8,South West,Ngozi
2025-07-08,Imo,Oguta,Toyota,Sonata,Foreign Used,16857142,1,6.68,15731084.9144,Individual,2025-07-16,On-Time,7,Lagos,Mike,7,South East,Tunde
2025-06-27,Ekiti,Omuo,Benz,GLC 350,Nigerian Used,7800000,3,12.12,20563920.0,Individual,2025-07-01,On-Time,8,Lagos,David,13,South West,Sola
2022-07-11,Edo,Auchi,Benz,C-Class,Nigerian Used,8700000,1,7.02,8089260.0,Individual,2022-07-14,On-Time,4,Lagos,John,12,South South,Ade
2022-09-21,Lagos,Ikeja,Hyundai,Elantra,Foreign Used,10000000,1,16.17,8383000.0,Individual,2022-09-25,On-Time,10,Lagos,Segun,8,South West,Uche
2021-05-07,Edo,Uromi,Honda,Pilot,Foreign Used,10857142,1,1.52,10692113.4416,Individual,2021-05-10,Delayed,7,Lagos,Bright,9,South South,Emeka
2025-04-02,Lagos,Ikorodu,Toyota,Rav4,Foreign Used,20142857,2,7.73,37171628.3078,Individual,2025-04-06,On-Time,4,Lagos,Mike,6,South West,Uche
2025-02-26,Bayelsa,Sagbama,Benz,GLE 450,Nigerian Used,8700000,1,8.59,7952670.0,Individual,2025-03-03,On-Time,2,Lagos,Tayo,12,South South,Ade
2023-12-18,Ondo,Akure,Toyota,Corolla,Nigerian Used,5500000,2,0.25,10972500.0,Individual,2023-12-22,On-Time,2,Lagos,Bright,11,South West,Bola
2022-11-11,Osun,Ile-Ife,Toyota,Rav4,Foreign Used,26714285,1,4.19,25594956.4585,Individual,2022-11-15,On-Time,3,Lagos,Segun,4,South West,Chidi
2021-03-02,Osun,Ile-Ife,Toyota,Rav4,Foreign Used,30000000,1,11.78,26466000.0,Individual,2021-03-06,On-Time,10,Lagos,Peter,3,South West,Ngozi
2026-02-24,Anambra,Nnewi,Honda,Sonata,Nigerian Used,5700000,1,15.58,4811940.0,Individual,2026-03-01,On-Time,12,Lagos,Tayo,12,South East,Chidi
2024-02-06,Rivers,Obio-Akpor,Toyota,Corolla,Foreign Used,26714285,2,4.53,51008255.779,Individual,2024-02-07,On-Time,9,Lagos,Tayo,4,South South,Kemi
2023-06-08,Anambra,Ekwulobia,Toyota,Sonata,Foreign Used,23428571,2,13.17,40686056.3986,Individual,2023-06-17,Delayed,10,Lagos,Tayo,5,South East,Tunde
2023-10-03,Benue,Otukpo,Benz,GLC 350,Foreign Used,40714285,1,19.03,32966356.5645,Individual,2023-10-08,On-Time,12,Lagos,Paul,4,North,Emeka
2023-09-16,Oyo,Ogbomosho,Toyota,Corolla,Nigerian Used,7000000,1,15.02,5948600.0,Individual,2023-09-20,On-Time,14,Lagos,Segun,9,South West,Ade
2024-10-07,Lagos,Alimosho,Benz,E-Class,Nigerian Used,9600000,1,2.92,9319680.0,Individual,2024-10-08,Delayed,12,Lagos,Tayo,11,South West,Emeka
2022-08-02,Lagos,Epe,Toyota,Rav4,Foreign Used,20142857,2,16.12,33791656.9032,Individual,2022-08-10,On-Time,4,Lagos,Chuka,6,South West,Ngozi
2024-01-13,Enugu,Awgu,Honda,Civic,Foreign Used,28000000,1,13.8,24136000.0,Individual,2024-01-18,On-Time,10,Lagos,John,3,South East,Ngozi
2022-11-02,Anambra,Ekwulobia,Honda,Sonata,Foreign Used,22285714,1,6.82,20765828.3052,Individual,2022-11-07,On-Time,2,Lagos,Peter,5,South East,Ade
2023-03-04,Oyo,Ogbomosho,Toyota,Corolla,Nigerian Used,10000000,3,17.51,24747000.0,Individual,2023-03-12,On-Time,9,Lagos,Paul,5,South West,Chidi
2023-10-10,Enugu,Udi,Benz,C-Class,Foreign Used,27857142,2,2.68,54221141.1888,Individual,2023-10-16,Delayed,3,Lagos,Paul,7,South East,Bola
2021-12-17,Ondo,Owo,Toyota,Camry,Foreign Used,16857142,1,18.93,13666085.0194,Individual,2021-12-25,On-Time,4,Lagos,Peter,7,South West,Sola
2025-02-08,Lagos,Epe,Honda,Civic,Foreign Used,25142857,1,14.88,21401599.8784,Individual,2025-02-17,On-Time,10,Lagos,Paul,4,South West,Chidi
