Sale_Date,State,City,Car_Model,Car_Type,Unit_Price_Naira,Quantity,Discount_Percent,Revenue_Naira,Customer_Type,Delivery_Date,Delivery_Status,Delivery_Time_Hours,Warehouse,Driver,Car_Age,Region,Sales_Rep,Brand
2021-08-25,Rivers,Bonny,Sorento,Nigerian Used,4500000,1,1.95,4412250.0,Individual,2021-08-30,On-Time,49,Lagos,Bright,10,South South,Chidi,KIA
2021-08-25,Ondo,Ondo,Pilot,Nigerian Used,6600000,1,4.5,6303000.0,Individual,2021-08-30,On-Time,31,Lagos,Mike,11,South West,Tunde,Honda
2021-08-25,Lagos,Lekki,Pilot,Nigerian Used,12000000,1,1.71,11794800.0,Individual,2021-08-26,On-Time,8,Lagos,Emmanuel,5,South West,Funke,Honda
2021-08-25,Lagos,Alimosho,Civic,Foreign Used,8000000,1,10.51,7159200.0,Individual,2021-09-01,On-Time,8,Lagos,John,10,South West,Tunde,Honda
2021-08-25,Lagos,Ikeja,GLE 450,Foreign Used,27857142,1,4.5,26603570.61,Individual,2021-09-01,On-Time,13,Lagos,Peter,7,South West,Ade,Benz
2021-08-26,Lagos,Lekki,Corolla,Nigerian Used,6250000,1,6.2,5862500.0,Individual,2021-08-28,On-Time,11,Lagos,Tayo,10,South West,Kemi,Toyota
2021-08-26,FCT,Gwagwalada,Rav4,Foreign Used,7000000,1,10.97,6232100.0,Individual,2021-09-01,Delayed,64,Lagos,John,10,North,Sola,Toyota
2021-08-26,Edo,Uromi,Highlander,Foreign Used,7000000,1,4.5,6685000.0,Individual,2021-09-04,On-Time,32,Lagos,David,10,South South,Sola,Toyota
2021-08-26,Edo,Ekpoma,Accord,Foreign Used,16571428,1,4.5,15825713.74,Individual,2021-08-30,On-Time,37,Lagos,Peter,7,South South,Uche,Honda
2021-08-26,Ogun,Sango Ota,Rav4,Foreign Used,10285714,1,4.42,9831085.4412,Individual,2021-08-27,On-Time,14,Lagos,David,9,South West,Sola,Toyota
2021-08-26,Ekiti,Ikere,Highlander,Foreign Used,23428571,1,0.52,23306742.430800002,Individual,2021-09-03,On-Time,27,Lagos,Tayo,5,South West,Chidi,Toyota
2021-08-27,Osun,Ede,CR-V,Foreign Used,25142857,1,0.22,25087542.7146,Individual,2021-08-31,On-Time,30,Lagos,Segun,4,South West,Funke,Honda
2021-08-27,Kano,Wudil,Tucson,Nigerian Used,6400000,1,4.5,6112000.0,Individual,2021-09-03,Delayed,80,Lagos,Peter,9,North,Tunde,Hyundai
2021-08-27,Kano,Gwarzo,CR-V,Foreign Used,10857142,1,11.9,9565142.102,Individual,2021-09-01,Delayed,74,Lagos,Mike,9,North,Tunde,Honda
2021-08-27,Ondo,Akure,GLC 350,Nigerian Used,9600000,1,4.5,9168000.0,Individual,2021-08-28,On-Time,31,Lagos,Tayo,11,South West,Funke,Benz
2021-09-01,FCT,Gwagwalada,Rav4,Foreign Used,23428571,1,4.5,22374285.305,Individual,2021-09-09,Delayed,65,Lagos,Bright,5,North,Funke,Toyota
2021-09-01,Lagos,Ikeja,Tucson,Foreign Used,6000000,1,4.5,5730000.0,Individual,2021-09-08,On-Time,14,Lagos,Emmanuel,10,South West,Tunde,Hyundai
2021-09-01,Benue,Otukpo,E-Class,Nigerian Used,6000000,2,10.44,10747200.0,Individual,2021-09-04,Delayed,62,Lagos,Emmanuel,15,North,Ngozi,Benz
2021-09-01,Imo,Okigwe,Highlander,Foreign Used,10285714,1,4.5,9822856.87,Individual,2021-09-06,On-Time,44,Lagos,Tayo,9,South East,Sola,Toyota
2021-09-01,Lagos,Surulere,Pilot,Nigerian Used,5700000,1,4.5,5443500.0,Individual,2021-09-10,On-Time,10,Lagos,Segun,12,South West,Bola,Honda
2021-09-01,FCT,Gwagwalada,Pilot,Foreign Used,16571428,1,4.5,15825713.74,Individual,2021-09-03,Delayed,66,Lagos,Tayo,7,North,Uche,Honda
2021-09-02,Ekiti,Ikere,Camry,Foreign Used,23428571,1,6.97,21795599.6013,Individual,2021-09-06,On-Time,32,Lagos,David,5,South West,Funke,Toyota
2021-09-02,Oyo,Ibadan North,Elantra,Nigerian Used,3800000,1,0.99,3762380.0,Individual,2021-09-11,On-Time,24,Lagos,Segun,13,South West,Emeka,Hyundai
2021-09-02,Lagos,Ajah,Accord,Nigerian Used,6600000,1,3.6,6362400.0,Individual,2021-09-08,On-Time,15,Lagos,David,11,South West,Tunde,Honda
2021-09-02,Enugu,Enugu City,Elantra,Nigerian Used,7050000,2,2.79,13706610.0,Individual,2021-09-06,On-Time,47,Lagos,Mike,8,South East,Sola,Hyundai
2021-09-02,FCT,Bwari,E-Class,Nigerian Used,13200000,1,6.87,12293160.0,Individual,2021-09-09,Delayed,62,Lagos,Mike,7,North,Bola,Benz
2021-09-02,Ekiti,Ado-Ekiti,Corolla,Foreign Used,7000000,1,10.33,6276900.0,Individual,2021-09-11,On-Time,26,Lagos,Mike,10,South West,Sola,Toyota
2021-09-02,Osun,Ede,Camry,Nigerian Used,4000000,1,4.27,3829200.0,Individual,2021-09-10,On-Time,27,Lagos,John,13,South West,Ade,Toyota
2021-09-03,Rivers,Obio-Akpor,Sorento,Nigerian Used,3000000,2,5.26,5684400.0,Individual,2021-09-06,On-Time,49,Lagos,Tayo,13,South South,Emeka,KIA
2021-09-03,Imo,Owerri,Tucson,Nigerian Used,6400000,1,4.5,6112000.0,Individual,2021-09-05,On-Time,50,Lagos,Peter,9,South East,Bola,Hyundai
2021-09-03,Lagos,Ikorodu,Highlander,Foreign Used,26714285,1,1.31,26364327.8665,Individual,2021-09-04,On-Time,14,Lagos,Bright,4,South West,Sola,Toyota
2021-09-03,Bayelsa,Brass,Rav4,Nigerian Used,8500000,1,8.22,7801300.0,Individual,2021-09-08,On-Time,50,Lagos,Mike,7,South South,Ade,Toyota
2021-09-03,Benue,Gboko,Rav4,Foreign Used,26714285,2,0.32,53257598.576,Individual,2021-09-07,Delayed,59,Lagos,John,4,North,Sola,Toyota
2021-09-03,Katsina,Bakori,Corolla,Foreign Used,10285714,1,0.88,10195199.7168,Individual,2021-09-11,Delayed,91,Lagos,Bright,9,North,Ade,Toyota
2021-09-03,Kano,Dambatta,Corolla,Nigerian Used,9250000,2,6.76,17249400.0,Individual,2021-09-06,Delayed,75,Lagos,Bright,6,North,Chidi,Toyota
2021-09-04,Imo,Owerri,Camry,Foreign Used,23428571,1,4.5,22374285.305,Individual,2021-09-08,On-Time,49,Lagos,John,5,South East,Sola,Toyota
2021-09-04,Lagos,Epe,Pilot,Foreign Used,22285714,1,10.48,19950171.1728,Individual,2021-09-11,On-Time,13,Lagos,Emmanuel,5,South West,Funke,Honda
2021-09-04,Enugu,Nsukka,Sonata,Nigerian Used,7750000,3,7.34,21543450.0,Individual,2021-09-07,On-Time,46,Lagos,Chuka,8,South East,Ade,Hyundai
2021-09-04,Kano,Kano City,Highlander,Foreign Used,20142857,1,7.76,18579771.2968,Individual,2021-09-11,Delayed,75,Lagos,John,6,North,Bola,Toyota
2021-09-04,Ekiti,Ijero,GLE 450,Nigerian Used,7800000,1,10.27,6998940.0,Individual,2021-09-12,On-Time,33,Lagos,David,13,South West,Sola,Benz
2021-09-05,Ondo,Akure,Elantra,Nigerian Used,6400000,1,4.5,6112000.0,Individual,2021-09-14,On-Time,33,Lagos,Chuka,9,South West,Sola,Hyundai
2021-09-05,FCT,Bwari,Sonata,Foreign Used,13714285,1,1.64,13489370.726,Individual,2021-09-13,Delayed,64,Lagos,John,8,North,Tunde,Hyundai
2021-09-05,Ondo,Ondo,Rav4,Nigerian Used,6250000,1,8.51,5718125.0,Individual,2021-09-07,On-Time,30,Lagos,Chuka,10,South West,Uche,Toyota
2021-09-05,Edo,Auchi,CR-V,Nigerian Used,3900000,1,4.5,3724500.0,Individual,2021-09-09,On-Time,34,Lagos,Segun,14,South South,Kemi,Honda
2021-09-06,Lagos,Surulere,Tucson,Foreign Used,10000000,1,3.63,9637000.0,Individual,2021-09-15,On-Time,11,Lagos,John,8,South West,Kemi,Hyundai
2021-09-06,Bayelsa,Ogbia,Rav4,Nigerian Used,5500000,1,4.5,5252500.0,Individual,2021-09-08,Delayed,55,Lagos,Segun,11,South South,Emeka,Toyota
2021-09-06,Enugu,Udi,Accord,Nigerian Used,7500000,1,4.5,7162500.0,Individual,2021-09-14,On-Time,45,Lagos,Bright,10,South East,Ngozi,Honda
2021-09-06,Oyo,Ibadan South,Rav4,Foreign Used,26714285,1,4.5,25512142.175,Individual,2021-09-07,On-Time,26,Lagos,Peter,4,South West,Uche,Toyota
2021-09-06,Osun,Ile-Ife,Highlander,Foreign Used,26714285,1,3.78,25704485.027,Individual,2021-09-13,On-Time,24,Lagos,Peter,4,South West,Uche,Toyota
2021-09-06,Bayelsa,Ogbia,Elantra,Nigerian Used,9000000,1,11.97,7922700.0,Individual,2021-09-10,On-Time,50,Lagos,John,5,South South,Uche,Hyundai
2021-09-07,Lagos,Surulere,Highlander,Foreign Used,7000000,2,7.26,12983600.0,Individual,2021-09-08,On-Time,11,Lagos,Segun,10,South West,Ade,Toyota
2021-09-07,Lagos,Ikorodu,Santa Fe,Nigerian Used,5100000,1,4.5,4870500.0,Individual,2021-09-11,On-Time,9,Lagos,Segun,11,South West,Chidi,Hyundai
2021-09-07,Benue,Otukpo,Camry,Nigerian Used,9250000,1,5.2,8769000.0,Individual,2021-09-12,Delayed,64,Lagos,Paul,6,North,Bola,Toyota
2021-09-08,Lagos,Surulere,Tucson,Foreign Used,8000000,1,11.0,7120000.0,Individual,2021-09-10,On-Time,11,Lagos,Bright,9,South West,Bola,Hyundai
2021-09-09,Lagos,Alimosho,Highlander,Foreign Used,30000000,1,2.83,29151000.0,Individual,2021-09-16,On-Time,8,Lagos,Mike,3,South West,Uche,Toyota
2021-09-09,Edo,Uromi,Sonata,Nigerian Used,4800000,1,10.45,4298400.0,Individual,2021-09-17,On-Time,35,Lagos,John,13,South South,Uche,Hyundai
2021-09-09,Benue,Katsina-Ala,Camry,Foreign Used,13571428,1,7.19,12595642.3268,Individual,2021-09-15,Delayed,62,Lagos,Peter,8,North,Tunde,Toyota
2021-09-09,Enugu,Awgu,Sorento,Foreign Used,15571428,1,6.01,14635585.177199999,Individual,2021-09-13,On-Time,45,Lagos,Peter,4,South East,Ade,KIA
2021-09-10,Anambra,Awka,C-Class,Nigerian Used,9600000,1,0.92,9511680.0,Individual,2021-09-18,On-Time,42,Lagos,Emmanuel,11,South East,Uche,Benz
2021-09-10,Ogun,Sagamu,Camry,Foreign Used,23428571,1,9.94,21099771.042600002,Individual,2021-09-11,On-Time,21,Lagos,Mike,5,South West,Bola,Toyota
2021-09-11,Edo,Benin City,Corolla,Nigerian Used,9250000,1,4.5,8833750.0,Individual,2021-09-15,On-Time,38,Lagos,David,6,South South,Uche,Toyota
2021-09-11,Imo,Oguta,Sonata,Nigerian Used,5500000,1,4.5,5252500.0,Individual,2021-09-17,On-Time,46,Lagos,Segun,11,South East,Emeka,Hyundai
2021-09-11,Osun,Ile-Ife,Sonata,Foreign Used,19285714,1,4.18,18479571.1548,Individual,2021-09-15,On-Time,25,Lagos,Emmanuel,9,South West,Emeka,Hyundai
2021-09-11,Lagos,Alimosho,Sonata,Nigerian Used,5700000,2,3.12,11044320.0,Individual,2021-09-19,On-Time,14,Lagos,Bright,12,South West,Ngozi,Hyundai
2021-09-12,Imo,Okigwe,Highlander,Foreign Used,10285714,1,4.5,9822856.87,Individual,2021-09-20,On-Time,50,Lagos,Bright,9,South East,Tunde,Toyota
2021-09-12,Lagos,Ikeja,GLC 350,Nigerian Used,6900000,1,8.98,6280380.0,Individual,2021-09-20,On-Time,15,Lagos,Tayo,14,South West,Ade,Benz
2021-09-12,Katsina,Funtua,Corolla,Foreign Used,26714285,1,9.65,24136356.4975,Individual,2021-09-13,Delayed,88,Lagos,David,4,North,Kemi,Toyota
2021-09-13,Lagos,Ikorodu,Rav4,Nigerian Used,5500000,1,2.68,5352600.0,Individual,2021-09-17,On-Time,15,Lagos,Chuka,11,South West,Ade,Toyota
2021-09-14,Kano,Kano City,Camry,Nigerian Used,4750000,2,5.8,8949000.0,Individual,2021-09-17,Delayed,75,Lagos,John,12,North,Uche,Toyota
2021-09-14,Imo,Okigwe,Corolla,Nigerian Used,4000000,1,7.93,3682800.0,Individual,2021-09-15,On-Time,47,Lagos,John,13,South East,Ngozi,Toyota
2021-09-14,FCT,Bwari,Camry,Nigerian Used,10000000,3,4.5,28650000.0,Individual,2021-09-16,Delayed,69,Lagos,Chuka,5,North,Sola,Toyota
2021-09-14,Enugu,Awgu,Corolla,Foreign Used,7000000,1,0.82,6942600.0,Individual,2021-09-19,On-Time,49,Lagos,Chuka,10,South East,Uche,Toyota
2021-09-14,Oyo,Ibadan Central,Pilot,Nigerian Used,6600000,1,4.02,6334680.0,Individual,2021-09-20,On-Time,27,Lagos,Segun,11,South West,Sola,Honda
2021-09-15,Lagos,Ajah,Rav4,Foreign Used,30000000,1,0.87,29739000.0,Individual,2021-09-22,On-Time,9,Lagos,Bright,3,South West,Emeka,Toyota
2021-09-16,Ogun,Sagamu,Civic,Foreign Used,10857142,1,3.5,10477142.03,Individual,2021-09-19,On-Time,20,Lagos,Emmanuel,9,South West,Sola,Honda
2021-09-16,Enugu,Enugu City,Corolla,Foreign Used,16857142,2,4.5,32197141.22,Individual,2021-09-23,On-Time,49,Lagos,David,7,South East,Tunde,Toyota
2021-09-17,Imo,Okigwe,Sonata,Foreign Used,7000000,1,4.5,6685000.0,Individual,2021-09-21,On-Time,46,Lagos,Paul,10,South East,Funke,Hyundai
2021-09-18,Oyo,Ogbomosho,GLE 450,Foreign Used,36428571,1,11.22,32341285.333800003,Individual,2021-09-27,On-Time,21,Lagos,David,5,South West,Funke,Benz
2021-09-18,Rivers,Eleme,Rav4,Nigerian Used,6250000,1,10.94,5566250.0,Individual,2021-09-22,Delayed,53,Lagos,Tayo,10,South South,Ade,Toyota
2021-09-18,Oyo,Ibadan South,GLC 350,Nigerian Used,8700000,1,3.06,8433780.0,Individual,2021-09-27,On-Time,25,Lagos,Mike,12,South West,Kemi,Benz
2021-09-18,Lagos,Lekki,Corolla,Nigerian Used,3250000,1,4.5,3103750.0,Individual,2021-09-20,On-Time,10,Lagos,Segun,14,South West,Tunde,Toyota
2021-09-18,Lagos,Ajah,Rav4,Foreign Used,23428571,1,0.5,23311428.145,Individual,2021-09-20,On-Time,10,Lagos,David,5,South West,Funke,Toyota
2021-09-18,Edo,Auchi,Pilot,Foreign Used,10857142,1,4.5,10368570.61,Individual,2021-09-25,On-Time,39,Lagos,Segun,9,South South,Emeka,Honda
2021-09-19,Lagos,Ajah,CR-V,Foreign Used,19428571,2,4.5,37108570.61,Individual,2021-09-20,On-Time,11,Lagos,Paul,6,South West,Kemi,Honda
2021-09-19,Edo,Uromi,Sonata,Nigerian Used,5500000,1,4.5,5252500.0,Individual,2021-09-26,On-Time,32,Lagos,Peter,11,South South,Chidi,Hyundai
2021-09-19,Ekiti,Ado-Ekiti,Pilot,Nigerian Used,12000000,1,4.5,11460000.0,Individual,2021-09-28,On-Time,33,Lagos,Segun,5,South West,Funke,Honda
2021-09-20,FCT,Gwagwalada,Rav4,Foreign Used,26714285,1,4.5,25512142.175,Individual,2021-09-22,Delayed,64,Lagos,Tayo,4,North,Emeka,Toyota
2021-09-20,Benue,Makurdi,Rav4,Nigerian Used,6250000,1,4.5,5968750.0,Individual,2021-09-29,Delayed,60,Lagos,Paul,10,North,Sola,Toyota
2021-09-20,Lagos,Epe,Accord,Nigerian Used,3900000,1,11.85,3437850.0,Individual,2021-09-29,On-Time,10,Lagos,Chuka,14,South West,Emeka,Honda
2021-09-20,Edo,Ekpoma,Corolla,Nigerian Used,9250000,1,11.3,8204750.0,Individual,2021-09-22,On-Time,34,Lagos,Tayo,6,South South,Tunde,Toyota
2021-09-21,Ekiti,Omuo,Corolla,Foreign Used,16857142,1,1.74,16563827.7292,Individual,2021-09-26,On-Time,26,Lagos,Segun,7,South West,Emeka,Toyota
2021-09-21,Lagos,Ikorodu,Highlander,Nigerian Used,5500000,2,4.5,10505000.0,Individual,2021-09-23,On-Time,13,Lagos,David,11,South West,Sola,Toyota
2021-09-21,Ondo,Owo,Civic,Foreign Used,10857142,1,5.38,10273027.760400001,Individual,2021-09-23,On-Time,29,Lagos,John,9,South West,Chidi,Honda
2021-09-22,Kano,Wudil,Sonata,Nigerian Used,9600000,1,4.5,9168000.0,Individual,2021-09-29,Delayed,80,Lagos,Mike,11,North,Ngozi,Hyundai
2021-09-22,Ogun,Ijebu-Ode,CR-V,Nigerian Used,12000000,1,3.73,11552400.0,Individual,2021-09-24,On-Time,20,Lagos,David,5,South West,Funke,Honda
2021-09-22,Lagos,Alimosho,Sonata,Foreign Used,16857142,1,4.5,16098570.61,Individual,2021-09-24,On-Time,14,Lagos,Peter,7,South West,Uche,Hyundai
2021-09-22,Enugu,Nsukka,GLC 350,Foreign Used,36428571,3,5.1,103712141.637,Individual,2021-09-26,On-Time,44,Lagos,Mike,5,South East,Uche,Benz
2021-09-22,Osun,Ilesa,Rio,Foreign Used,15571428,1,2.26,15219513.727200001,Individual,2021-09-24,On-Time,30,Lagos,Mike,4,South West,Tunde,KIA
2021-09-23,Oyo,Ibadan Central,Sonata,Nigerian Used,7750000,1,9.11,7043975.0,Individual,2021-09-28,On-Time,21,Lagos,Tayo,8,South West,Funke,Hyundai
2021-09-23,Lagos,Ikorodu,Pilot,Nigerian Used,10200000,1,7.86,9398280.0,Individual,2021-10-01,On-Time,10,Lagos,Tayo,7,South West,Tunde,Honda
2021-09-23,Bayelsa,Brass,Tucson,Nigerian Used,7700000,2,4.5,14707000.0,Individual,2021-09-27,Delayed,53,Lagos,John,7,South South,Chidi,Hyundai
2021-09-23,Oyo,Ibadan Central,Tucson,Foreign Used,20000000,1,1.67,19666000.0,Individual,2021-10-02,On-Time,26,Lagos,Segun,3,South West,Ngozi,Hyundai
2021-09-23,Osun,Ilesa,Civic,Foreign Used,25142857,1,4.19,24089371.291699998,Individual,2021-10-01,On-Time,31,Lagos,Peter,4,South West,Kemi,Honda
2021-09-23,Edo,Auchi,CR-V,Foreign Used,19428571,1,2.34,18973942.4386,Individual,2021-10-02,On-Time,39,Lagos,Paul,6,South South,Chidi,Honda
2021-09-23,Ogun,Sango Ota,Corolla,Foreign Used,13571428,1,4.5,12960713.74,Individual,2021-10-02,On-Time,14,Lagos,Peter,8,South West,Funke,Toyota
2021-09-23,Rivers,Port Harcourt,Corolla,Nigerian Used,8500000,1,6.63,7936450.0,Individual,2021-09-27,Delayed,52,Lagos,Segun,7,South South,Ade,Toyota
2021-09-24,Lagos,Epe,Elantra,Foreign Used,6000000,1,7.33,5560200.0,Individual,2021-09-28,On-Time,10,Lagos,Segun,10,South West,Chidi,Hyundai
2021-09-24,Lagos,Ikeja,Sorento,Nigerian Used,3000000,1,9.38,2718600.0,Individual,2021-09-26,On-Time,13,Lagos,Emmanuel,13,South West,Tunde,KIA
2021-09-24,Lagos,Alimosho,Sonata,Foreign Used,20000000,1,9.69,18062000.0,Individual,2021-09-30,On-Time,15,Lagos,Paul,3,South West,Ade,Hyundai
2021-09-24,Lagos,Surulere,Highlander,Foreign Used,20142857,1,1.69,19802442.7167,Individual,2021-10-02,On-Time,11,Lagos,Emmanuel,6,South West,Bola,Toyota
2021-09-25,Anambra,Ekwulobia,Sorento,Nigerian Used,7000000,1,8.72,6389600.0,Individual,2021-09-28,On-Time,41,Lagos,David,5,South East,Ade,KIA
2021-09-25,Ondo,Ondo,Civic,Foreign Used,22285714,1,4.5,21282856.869999997,Individual,2021-10-04,On-Time,30,Lagos,Emmanuel,5,South West,Ade,Honda
2021-09-25,Lagos,Alimosho,Accord,Foreign Used,28000000,1,4.5,26740000.0,Individual,2021-10-03,On-Time,13,Lagos,Peter,3,South West,Funke,Honda
2021-09-25,Bayelsa,Brass,CR-V,Foreign Used,8000000,1,4.5,7640000.0,Individual,2021-10-02,Delayed,51,Lagos,Paul,10,South South,Tunde,Honda
2021-09-25,Oyo,Ogbomosho,Sonata,Foreign Used,16571428,2,2.99,32151884.6056,Individual,2021-10-04,On-Time,20,Lagos,David,7,South West,Ngozi,Hyundai
2021-09-25,Edo,Benin City,Highlander,Nigerian Used,7000000,1,0.79,6944700.0,Individual,2021-10-04,On-Time,38,Lagos,Bright,9,South South,Funke,Toyota
2021-09-25,Lagos,Epe,Accord,Foreign Used,19428571,1,4.5,18554285.305,Individual,2021-09-26,On-Time,10,Lagos,Paul,6,South West,Uche,Honda
2021-09-25,Ondo,Ondo,Rav4,Nigerian Used,8500000,1,4.5,8117500.0,Individual,2021-09-28,On-Time,29,Lagos,Tayo,7,South West,Tunde,Toyota
2021-09-25,Kano,Dambatta,Highlander,Nigerian Used,4000000,1,10.94,3562400.0000000005,Individual,2021-09-29,Delayed,80,Lagos,Emmanuel,13,North,Chidi,Toyota
2021-09-26,Lagos,Lekki,Rav4,Foreign Used,13571428,1,10.34,12168142.344800001,Individual,2021-09-30,On-Time,10,Lagos,David,8,South West,Funke,Toyota
2021-09-26,Imo,Oguta,Rav4,Nigerian Used,7000000,1,4.5,6685000.0,Individual,2021-10-04,On-Time,48,Lagos,Mike,9,South East,Uche,Toyota
2021-09-26,Rivers,Bonny,Corolla,Nigerian Used,4000000,2,4.5,7640000.0,Individual,2021-09-27,On-Time,47,Lagos,Mike,13,South South,Kemi,Toyota
2021-09-26,Ekiti,Omuo,Corolla,Foreign Used,23428571,1,5.79,22072056.7391,Individual,2021-09-28,On-Time,30,Lagos,Bright,5,South West,Ade,Toyota
2021-09-27,Lagos,Ikeja,Sonata,Foreign Used,19428571,1,4.5,18554285.305,Individual,2021-09-30,On-Time,13,Lagos,John,6,South West,Emeka,Hyundai
2021-09-27,Rivers,Bonny,Sonata,Foreign Used,13571428,1,11.25,12044642.35,Individual,2021-10-06,Delayed,53,Lagos,Paul,8,South South,Funke,Hyundai
2021-10-01,Kano,Wudil,Highlander,Nigerian Used,7000000,1,7.67,6463100.0,Individual,2021-10-07,Delayed,79,Lagos,Bright,9,North,Sola,Toyota
2021-10-01,Katsina,Katsina City,Corolla,Foreign Used,30000000,1,4.5,28650000.0,Individual,2021-10-03,Delayed,89,Lagos,Bright,3,North,Emeka,Toyota
2021-10-01,Ondo,Ondo,Camry,Foreign Used,16857142,1,0.19,16825113.4302,Individual,2021-10-05,On-Time,33,Lagos,Segun,7,South West,Sola,Toyota
2021-10-01,Rivers,Port Harcourt,GLE 450,Foreign Used,45000000,1,8.03,41386500.0,Individual,2021-10-08,On-Time,50,Lagos,Paul,3,South South,Ngozi,Benz
2021-10-02,Kano,Gwarzo,Santa Fe,Nigerian Used,4450000,1,4.5,4249750.0,Individual,2021-10-07,Delayed,80,Lagos,Segun,12,North,Sola,Hyundai
2021-10-02,Rivers,Port Harcourt,Elantra,Foreign Used,20000000,1,7.01,18598000.0,Individual,2021-10-04,On-Time,49,Lagos,Bright,3,South South,Ade,Hyundai
2021-10-02,Imo,Oguta,GLE 450,Nigerian Used,7800000,1,4.5,7449000.0,Individual,2021-10-05,On-Time,48,Lagos,Segun,13,South East,Kemi,Benz
2021-10-03,Lagos,Surulere,Sorento,Foreign Used,12714285,1,4.5,12142142.174999999,Individual,2021-10-11,On-Time,15,Lagos,Paul,6,South West,Emeka,KIA
2021-10-03,Osun,Osogbo,C-Class,Foreign Used,27857142,1,4.5,26603570.61,Individual,2021-10-12,On-Time,29,Lagos,David,7,South West,Tunde,Benz
2021-10-03,Lagos,Epe,CR-V,Nigerian Used,8400000,1,0.36,8369760.0,Individual,2021-10-12,On-Time,9,Lagos,Chuka,9,South West,Ngozi,Honda
2021-10-03,Oyo,Ogbomosho,Camry,Foreign Used,13571428,1,2.03,13295928.0116,Individual,2021-10-04,On-Time,21,Lagos,Tayo,8,South West,Ngozi,Toyota
2021-10-04,Kano,Kano City,Rio,Nigerian Used,2000000,1,10.62,1787600.0,Individual,2021-10-10,Delayed,75,Lagos,Paul,15,North,Funke,KIA
2021-10-04,Lagos,Lekki,CR-V,Foreign Used,28000000,1,4.5,26740000.0,Individual,2021-10-08,On-Time,9,Lagos,Peter,3,South West,Kemi,Honda
2021-10-04,FCT,Kuje,Highlander,Foreign Used,23428571,1,7.19,21744056.7451,Individual,2021-10-12,Delayed,67,Lagos,Emmanuel,5,North,Sola,Toyota
2021-10-05,Benue,Katsina-Ala,Camry,Foreign Used,26714285,3,1.43,78996812.1735,Individual,2021-10-06,Delayed,61,Lagos,David,4,North,Ade,Toyota
2021-10-05,Imo,Owerri,Rav4,Nigerian Used,4750000,3,9.61,12880575.0,Individual,2021-10-10,On-Time,48,Lagos,Bright,12,South East,Tunde,Toyota
2021-10-05,Lagos,Ikorodu,Pilot,Nigerian Used,9300000,1,7.25,8625750.0,Individual,2021-10-06,On-Time,13,Lagos,Chuka,8,South West,Chidi,Honda
2021-10-06,Lagos,Lekki,Civic,Foreign Used,19428571,1,4.5,18554285.305,Individual,2021-10-08,On-Time,9,Lagos,Emmanuel,6,South West,Uche,Honda
2021-10-06,Kano,Dambatta,Accord,Foreign Used,25142857,3,8.97,68662628.1813,Individual,2021-10-07,Delayed,81,Lagos,Tayo,4,North,Sola,Honda
2021-10-06,Oyo,Ibadan South,Rav4,Nigerian Used,6250000,1,4.5,5968750.0,Individual,2021-10-07,On-Time,26,Lagos,John,10,South West,Chidi,Toyota
2021-10-06,Lagos,Ikorodu,Sonata,Nigerian Used,4450000,1,11.12,3955160.0,Individual,2021-10-14,On-Time,12,Lagos,Tayo,12,South West,Chidi,Hyundai
2021-10-07,Osun,Ede,Santa Fe,Nigerian Used,2500000,1,6.9,2327500.0,Individual,2021-10-12,On-Time,30,Lagos,David,15,South West,Sola,Hyundai
2021-10-07,Lagos,Alimosho,GLC 350,Nigerian Used,9600000,1,4.18,9198720.0,Individual,2021-10-15,On-Time,15,Lagos,David,11,South West,Sola,Benz
2021-10-07,Lagos,Surulere,Corolla,Foreign Used,7000000,1,10.49,6265700.0,Individual,2021-10-09,On-Time,15,Lagos,Segun,10,South West,Uche,Toyota
2021-10-07,Lagos,Ikeja,Elantra,Foreign Used,8000000,1,4.5,7640000.0,Individual,2021-10-11,On-Time,15,Lagos,Tayo,9,South West,Tunde,Hyundai
2021-10-07,Ondo,Akure,Tucson,Nigerian Used,3150000,2,7.12,5851440.0,Individual,2021-10-08,On-Time,28,Lagos,Emmanuel,14,South West,Bola,Hyundai
2021-10-08,Lagos,Ikeja,Santa Fe,Nigerian Used,5100000,1,3.67,4912830.0,Individual,2021-10-11,On-Time,12,Lagos,Paul,11,South West,Chidi,Hyundai
2021-10-08,Bayelsa,Ogbia,Pilot,Foreign Used,13714285,1,4.5,13097142.174999999,Individual,2021-10-16,Delayed,53,Lagos,Tayo,8,South South,Kemi,Honda
2021-10-08,Lagos,Lekki,Santa Fe,Foreign Used,20000000,3,7.22,55668000.0,Individual,2021-10-11,On-Time,15,Lagos,David,3,South West,Tunde,Hyundai
2021-10-08,Lagos,Lekki,Rav4,Nigerian Used,2500000,1,4.5,2387500.0,Individual,2021-10-13,On-Time,11,Lagos,Bright,15,South West,Chidi,Toyota
2021-10-08,Rivers,Obio-Akpor,Highlander,Nigerian Used,5500000,3,2.58,16074300.0,Individual,2021-10-09,On-Time,47,Lagos,Paul,11,South South,Funke,Toyota
2021-10-09,FCT,Kuje,Corolla,Nigerian Used,5500000,1,9.74,4964300.0,Individual,2021-10-18,Delayed,69,Lagos,Peter,11,North,Sola,Toyota
2021-10-09,Edo,Ekpoma,Rav4,Foreign Used,7000000,1,8.94,6374200.0,Individual,2021-10-15,On-Time,33,Lagos,Segun,10,South South,Chidi,Toyota
